college_name,choice_code,course_name,category,rank,percentile
"1105 Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110519110,Civil Engineering,GNTA,19085,77.95
"1105 Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110519110,Civil Engineering,GNTC,33352,70.95
"1105 Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110519110,Civil Engineering,GOBC,15827,79.79
"1105 Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110519110,Civil Engineering,GSEBC,23377,75.79
"1105 Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110519110,Civil Engineering,LOPEN,13634,81.05
"1105 Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110519110,Civil Engineering,LSC,27044,73.95
"1105 Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110519110,Civil Engineering,LOBC,14612,80.47
"1105 Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110519110,Civil Engineering,DEFR-OBC,45488,63.11
"1105 Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110519110,Civil Engineering,EWS,47471,60.0
"1105 Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524610,Information Technology,GOPEN,7327,85.14
"1105 Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524610,Information Technology,GSC,17077,79.11
"1105 Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524610,Information Technology,GNTC,14985,80.26
"1105 Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524610,Information Technology,GOBC,7687,84.86
"1105 Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524610,Information Technology,GSEBC,17126,79.09
"1105 Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524610,Information Technology,LOPEN,6090,86.11
"1105 Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524610,Information Technology,LNTA,22923,76.0
"1105 Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524610,Information Technology,LOBC,7301,85.16
"1105 Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524610,Information Technology,EWS,25694,74.97
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110724210,Computer Science and Engineering,GOPEN,7689,84.86
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110724210,Computer Science and Engineering,GSC,17814,78.68
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110724210,Computer Science and Engineering,GNTB,15099,80.21
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110724210,Computer Science and Engineering,GNTC,8111,84.57
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110724210,Computer Science and Engineering,GNTD,29409,72.88
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110724210,Computer Science and Engineering,GOBC,8506,84.29
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110724210,Computer Science and Engineering,GSEBC,35389,69.94
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110724210,Computer Science and Engineering,LOPEN,7779,84.8
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110724210,Computer Science and Engineering,LSC,17524,78.86
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110724210,Computer Science and Engineering,LOBC,8082,84.57
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110724210,Computer Science and Engineering,EWS,11674,82.23
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110729310,Electrical Engineering,GOPEN,6777,85.56
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110729310,Electrical Engineering,GSC,7165,85.26
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110729310,Electrical Engineering,GST,40508,67.17
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110729310,Electrical Engineering,GOBC,7369,85.11
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110729310,Electrical Engineering,GSEBC,19838,77.58
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110729310,Electrical Engineering,LOPEN,6496,85.8
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110729310,Electrical Engineering,EWS,47574,60.0
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110737210,Electronics and Telecommunication Engg,GOPEN,16081,79.65
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110737210,Electronics and Telecommunication Engg,GSC,22902,76.05
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110737210,Electronics and Telecommunication Engg,GOBC,16497,79.42
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110737210,Electronics and Telecommunication Engg,LOPEN,14127,80.74
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110737210,Electronics and Telecommunication Engg,LSEBC,40567,67.12
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110737210,Electronics and Telecommunication Engg,EWS,28406,73.35
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110799510,Artificial Intelligence and Data Science,GOPEN,9713,83.49
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110799510,Artificial Intelligence and Data Science,GSC,19390,77.81
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110799510,Artificial Intelligence and Data Science,GSEBC,20104,77.43
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110799510,Artificial Intelligence and Data Science,LOPEN,10995,82.68
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110799510,Artificial Intelligence and Data Science,LOBC,17310,78.97
"1107 P. R. Pote (Patil) Education & Welfare Trusts Group of Institution(Integrated Campus), Amravati (Un-Aided)",110799510,Artificial Intelligence and Data Science,EWS,18618,78.23
"1114 Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati (Un-Aided)",111424210,Computer Science and Engineering,GOPEN,10138,83.2
"1114 Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati (Un-Aided)",111424210,Computer Science and Engineering,GSC,20071,77.44
"1114 Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati (Un-Aided)",111424210,Computer Science and Engineering,GNTA,17250,79.0
"1114 Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati (Un-Aided)",111424210,Computer Science and Engineering,GOBC,10689,82.86
"1114 Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati (Un-Aided)",111424210,Computer Science and Engineering,GSEBC,23291,75.83
"1114 Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati (Un-Aided)",111424210,Computer Science and Engineering,LOPEN,10948,82.69
"1114 Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati (Un-Aided)",111424210,Computer Science and Engineering,LSC,18721,78.17
"1114 Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati (Un-Aided)",111424210,Computer Science and Engineering,LNTC,15225,80.11
"1114 Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati (Un-Aided)",111424210,Computer Science and Engineering,LNTD,39496,67.75
"1114 Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati (Un-Aided)",111424210,Computer Science and Engineering,LOBC,12124,81.94
"1114 Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati (Un-Aided)",111424210,Computer Science and Engineering,EWS,17108,79.09
"1114 Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati (Un-Aided)",111424610,Information Technology,GOPEN,12518,81.71
"1114 Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati (Un-Aided)",111424610,Information Technology,GSC,21999,76.46
"1114 Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati (Un-Aided)",111424610,Information Technology,GNTD,33083,71.08
"1114 Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati (Un-Aided)",111424610,Information Technology,GOBC,12812,81.54
"1114 Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati (Un-Aided)",111424610,Information Technology,GSEBC,19529,77.71
"1114 Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati (Un-Aided)",111424610,Information Technology,LOPEN,12888,81.49
"1114 Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati (Un-Aided)",111424610,Information Technology,LNTA,27078,73.94
"1114 Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati (Un-Aided)",111424610,Information Technology,LOBC,13072,81.37
"1114 Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati (Un-Aided)",111424610,Information Technology,EWS,27993,73.54
"1116 Shri Shivaji Education Societys College of Engineering and Technology, Akola (Un-Aided)",111619110,Civil Engineering,GOPEN,32804,71.22
"1116 Shri Shivaji Education Societys College of Engineering and Technology, Akola (Un-Aided)",111619110,Civil Engineering,GSC,46738,61.42
"1116 Shri Shivaji Education Societys College of Engineering and Technology, Akola (Un-Aided)",111619110,Civil Engineering,GNTC,43616,64.95
"1116 Shri Shivaji Education Societys College of Engineering and Technology, Akola (Un-Aided)",111619110,Civil Engineering,GOBC,47871,59.05
"1116 Shri Shivaji Education Societys College of Engineering and Technology, Akola (Un-Aided)",111619110,Civil Engineering,LOPEN,42184,66.05
"1116 Shri Shivaji Education Societys College of Engineering and Technology, Akola (Un-Aided)",111619110,Civil Engineering,LOBC,43857,64.74
"1116 Shri Shivaji Education Societys College of Engineering and Technology, Akola (Un-Aided)",111619110,Civil Engineering,EWS,43524,65.05
"1116 Shri Shivaji Education Societys College of Engineering and Technology, Akola (Un-Aided)",111624210,Computer Science and Engineering,GOPEN,22610,76.17
"1116 Shri Shivaji Education Societys College of Engineering and Technology, Akola (Un-Aided)",111624210,Computer Science and Engineering,GSC,31623,71.79
"1116 Shri Shivaji Education Societys College of Engineering and Technology, Akola (Un-Aided)",111624210,Computer Science and Engineering,GOBC,23197,75.89
"1116 Shri Shivaji Education Societys College of Engineering and Technology, Akola (Un-Aided)",111624210,Computer Science and Engineering,LOPEN,22126,76.4
"1116 Shri Shivaji Education Societys College of Engineering and Technology, Akola (Un-Aided)",111624210,Computer Science and Engineering,LSC,22263,76.34
"1116 Shri Shivaji Education Societys College of Engineering and Technology, Akola (Un-Aided)",111624210,Computer Science and Engineering,LOBC,22343,76.29
"1116 Shri Shivaji Education Societys College of Engineering and Technology, Akola (Un-Aided)",111624210,Computer Science and Engineering,EWS,28646,73.24
"1116 Shri Shivaji Education Societys College of Engineering and Technology, Akola (Un-Aided)",111650710,Chemical Engineering,GOPEN,22552,76.21
"1116 Shri Shivaji Education Societys College of Engineering and Technology, Akola (Un-Aided)",111650710,Chemical Engineering,GSC,45129,63.53
"1116 Shri Shivaji Education Societys College of Engineering and Technology, Akola (Un-Aided)",111650710,Chemical Engineering,GOBC,31374,71.94
"1116 Shri Shivaji Education Societys College of Engineering and Technology, Akola (Un-Aided)",111650710,Chemical Engineering,LOPEN,45245,63.38
1117 Janata Shikshan Prasarak Mandal (Un-Aided),111719110,Civil Engineering,GOPEN,44811,63.84
1117 Janata Shikshan Prasarak Mandal (Un-Aided),111719110,Civil Engineering,GSC,48730,55.16
1117 Janata Shikshan Prasarak Mandal (Un-Aided),111735610,Electrical Engg[Electronics and Power],GOPEN,27812,73.61
1117 Janata Shikshan Prasarak Mandal (Un-Aided),111735610,Electrical Engg[Electronics and Power],LOPEN,31037,72.06
1117 Janata Shikshan Prasarak Mandal (Un-Aided),111735610,Electrical Engg[Electronics and Power],LSC,44578,64.06
1117 Janata Shikshan Prasarak Mandal (Un-Aided),111735610,Electrical Engg[Electronics and Power],LOBC,44428,64.22
1117 Janata Shikshan Prasarak Mandal (Un-Aided),111799510,Artificial Intelligence and Data Science,GOPEN,26817,74.06
1117 Janata Shikshan Prasarak Mandal (Un-Aided),111799510,Artificial Intelligence and Data Science,GOBC,48419,57.08
1117 Janata Shikshan Prasarak Mandal (Un-Aided),111799510,Artificial Intelligence and Data Science,LOPEN,38793,68.13
"1119 Paramhansa Ramkrishna Maunibaba Shikshan Santhas , Anuradha Engineering College, Chikhali (Un-Aided)",111924210,Computer Science and Engineering,GOPEN,18173,78.46
"1119 Paramhansa Ramkrishna Maunibaba Shikshan Santhas , Anuradha Engineering College, Chikhali (Un-Aided)",111924210,Computer Science and Engineering,GSC,40340,67.26
"1119 Paramhansa Ramkrishna Maunibaba Shikshan Santhas , Anuradha Engineering College, Chikhali (Un-Aided)",111924210,Computer Science and Engineering,GSEBC,23741,75.6
"1119 Paramhansa Ramkrishna Maunibaba Shikshan Santhas , Anuradha Engineering College, Chikhali (Un-Aided)",111924210,Computer Science and Engineering,LOPEN,17419,78.91
"1119 Paramhansa Ramkrishna Maunibaba Shikshan Santhas , Anuradha Engineering College, Chikhali (Un-Aided)",111924210,Computer Science and Engineering,LOBC,20084,77.43
"1119 Paramhansa Ramkrishna Maunibaba Shikshan Santhas , Anuradha Engineering College, Chikhali (Un-Aided)",111937210,Electronics and Telecommunication Engg,GOPEN,37947,68.59
"1119 Paramhansa Ramkrishna Maunibaba Shikshan Santhas , Anuradha Engineering College, Chikhali (Un-Aided)",111937210,Electronics and Telecommunication Engg,GNTB,43406,65.14
"1119 Paramhansa Ramkrishna Maunibaba Shikshan Santhas , Anuradha Engineering College, Chikhali (Un-Aided)",111937210,Electronics and Telecommunication Engg,GOBC,43556,65.0
"1119 Paramhansa Ramkrishna Maunibaba Shikshan Santhas , Anuradha Engineering College, Chikhali (Un-Aided)",111937210,Electronics and Telecommunication Engg,LOPEN,23532,75.71
"1119 Paramhansa Ramkrishna Maunibaba Shikshan Santhas , Anuradha Engineering College, Chikhali (Un-Aided)",111937210,Electronics and Telecommunication Engg,LSC,36355,69.47
"1119 Paramhansa Ramkrishna Maunibaba Shikshan Santhas , Anuradha Engineering College, Chikhali (Un-Aided)",111950710,Chemical Engineering,GOPEN,33253,71.0
"1119 Paramhansa Ramkrishna Maunibaba Shikshan Santhas , Anuradha Engineering College, Chikhali (Un-Aided)",111950710,Chemical Engineering,GSC,45744,62.78
"1119 Paramhansa Ramkrishna Maunibaba Shikshan Santhas , Anuradha Engineering College, Chikhali (Un-Aided)",111950710,Chemical Engineering,GNTA,41306,66.67
"1119 Paramhansa Ramkrishna Maunibaba Shikshan Santhas , Anuradha Engineering College, Chikhali (Un-Aided)",111950710,Chemical Engineering,GNTB,40608,67.11
"1119 Paramhansa Ramkrishna Maunibaba Shikshan Santhas , Anuradha Engineering College, Chikhali (Un-Aided)",111950710,Chemical Engineering,GOBC,48965,52.29
"1119 Paramhansa Ramkrishna Maunibaba Shikshan Santhas , Anuradha Engineering College, Chikhali (Un-Aided)",111950710,Chemical Engineering,LOPEN,14972,80.28
